 1.042057870E+03	 1.780800049E+03
 1.042624871E+03	 1.765599976E+03
 1.043191812E+03	 1.764800049E+03
 1.043758695E+03	 1.784400024E+03
 1.044325518E+03	 1.769599976E+03
 1.044892283E+03	 1.758800049E+03
 1.045458988E+03	 1.772199951E+03
 1.046025634E+03	 1.769000000E+03
 1.046592221E+03	 1.779400024E+03
 1.047158749E+03	 1.758800049E+03
 1.047725218E+03	 1.766400024E+03
 1.048291628E+03	 1.754800049E+03
 1.048857978E+03	 1.777199951E+03
 1.049424270E+03	 1.778400024E+03
 1.049990502E+03	 1.767800049E+03
 1.050556676E+03	 1.773000000E+03
 1.051122790E+03	 1.771400024E+03
 1.051688845E+03	 1.773800049E+03
 1.052254841E+03	 1.772000000E+03
 1.052820778E+03	 1.761000000E+03
 1.053386657E+03	 1.766800049E+03
 1.053952476E+03	 1.757800049E+03
 1.054518236E+03	 1.772000000E+03
 1.055083936E+03	 1.785199951E+03
 1.055649578E+03	 1.757000000E+03
 1.056215161E+03	 1.775599976E+03
 1.056780685E+03	 1.775800049E+03
 1.057346150E+03	 1.756199951E+03
 1.057911556E+03	 1.783199951E+03
 1.058476903E+03	 1.773000000E+03
 1.059042191E+03	 1.785599976E+03
 1.059607419E+03	 1.789599976E+03
 1.060172589E+03	 1.791800049E+03
 1.060737700E+03	 1.777800049E+03
 1.061302752E+03	 1.782000000E+03
 1.061867745E+03	 1.792599976E+03
 1.062432679E+03	 1.770599976E+03
 1.062997554E+03	 1.785400024E+03
 1.063562370E+03	 1.782400024E+03
 1.064127127E+03	 1.791599976E+03
 1.064691825E+03	 1.795400024E+03
 1.065256464E+03	 1.787000000E+03
 1.065821044E+03	 1.777400024E+03
 1.066385565E+03	 1.779800049E+03
 1.066950027E+03	 1.777000000E+03
 1.067514431E+03	 1.785599976E+03
 1.068078775E+03	 1.806199951E+03
 1.068643061E+03	 1.788599976E+03
 1.069207287E+03	 1.804599976E+03
 1.069771455E+03	 1.795199951E+03
 1.070335564E+03	 1.793000000E+03
 1.070899613E+03	 1.794800049E+03
 1.071463604E+03	 1.799800049E+03
 1.072027536E+03	 1.790000000E+03
 1.072591409E+03	 1.796199951E+03
 1.073155224E+03	 1.809800049E+03
 1.073718979E+03	 1.808000000E+03
 1.074282676E+03	 1.807800049E+03
 1.074846313E+03	 1.805400024E+03
 1.075409892E+03	 1.782400024E+03
 1.075973412E+03	 1.817400024E+03
 1.076536873E+03	 1.808000000E+03
 1.077100275E+03	 1.815599976E+03
 1.077663618E+03	 1.807800049E+03
 1.078226903E+03	 1.814400024E+03
 1.078790129E+03	 1.834199951E+03
 1.079353295E+03	 1.805400024E+03
 1.079916403E+03	 1.810199951E+03
 1.080479453E+03	 1.814000000E+03
 1.081042443E+03	 1.811400024E+03
 1.081605374E+03	 1.820800049E+03
 1.082168247E+03	 1.831800049E+03
 1.082731061E+03	 1.830400024E+03
 1.083293816E+03	 1.835400024E+03
 1.083856512E+03	 1.823400024E+03
 1.084419150E+03	 1.828800049E+03
 1.084981729E+03	 1.840199951E+03
 1.085544249E+03	 1.842800049E+03
 1.086106710E+03	 1.830400024E+03
 1.086669112E+03	 1.823800049E+03
 1.087231456E+03	 1.831800049E+03
 1.087793741E+03	 1.837400024E+03
 1.088355967E+03	 1.826400024E+03
 1.088918134E+03	 1.857000000E+03
 1.089480243E+03	 1.843599976E+03
 1.090042293E+03	 1.838400024E+03
 1.090604284E+03	 1.833400024E+03
 1.091166216E+03	 1.838400024E+03
 1.091728090E+03	 1.823400024E+03
 1.092289905E+03	 1.834599976E+03
 1.092851661E+03	 1.854800049E+03
 1.093413358E+03	 1.848800049E+03
 1.093974997E+03	 1.861800049E+03
 1.094536577E+03	 1.865800049E+03
 1.095098098E+03	 1.866400024E+03
 1.095659561E+03	 1.853000000E+03
 1.096220965E+03	 1.862800049E+03
 1.096782310E+03	 1.856599976E+03
 1.097343597E+03	 1.856599976E+03
 1.097904825E+03	 1.889199951E+03
 1.098465994E+03	 1.864400024E+03
 1.099027105E+03	 1.877599976E+03
 1.099588157E+03	 1.881800049E+03
 1.100149150E+03	 1.891199951E+03
 1.100710084E+03	 1.880000000E+03
 1.101270960E+03	 1.877000000E+03
 1.101831778E+03	 1.877400024E+03
 1.102392536E+03	 1.874599976E+03
 1.102953236E+03	 1.863599976E+03
 1.103513878E+03	 1.871599976E+03
 1.104074460E+03	 1.876800049E+03
 1.104634984E+03	 1.892599976E+03
 1.105195450E+03	 1.913000000E+03
 1.105755857E+03	 1.884400024E+03
 1.106316205E+03	 1.885800049E+03
 1.106876495E+03	 1.894199951E+03
 1.107436726E+03	 1.904800049E+03
 1.107996898E+03	 1.906199951E+03
 1.108557012E+03	 1.895199951E+03
 1.109117067E+03	 1.889400024E+03
 1.109677064E+03	 1.898000000E+03
 1.110237002E+03	 1.906000000E+03
 1.110796882E+03	 1.939800049E+03
 1.111356703E+03	 1.918000000E+03
 1.111916465E+03	 1.906000000E+03
